,ID,decimalLatitude,decimalLongitude,species,tangle,tlength,pangle,plength,langle,llength,wangle,wlength,bangle,blength,tipangle,tiplength,length_by_width,petiole_by_total
88,11257067,,,exaltata,0.129,1332.003,-83.991,171.945,101.25299999999999,2352.218,7.965,736.1010000000001,60.361999999999995,0.0,39.199,0.0,3.195509855,0.06811961
89,11257071,,,exaltata,0.0,1341.0,114.775,214.767,-57.705,1948.4070000000002,-147.151,907.033,67.777,0.0,66.312,0.0,2.148110377,0.099283275
90,11257073,,,exaltata,-0.258,1335.013,90.0,192.0,-95.015,2573.853,-5.098,1080.274,66.947,0.0,52.425,0.0,2.38259275,0.06941800599999999
91,11257074,,,exaltata,-0.171,1344.006,15.255,136.821,-176.137,1543.5079999999998,-89.095,760.095,78.074,0.0,61.636,0.0,2.030677744,0.081425126
92,11277099,,,exaltata,-91.624,776.312,-96.98100000000001,98.73200000000001,-122.366,1247.854,-32.82,730.6239999999999,120.6,0.0,75.359,0.0,1.707929113,0.073320234
93,11277103,,,exaltata,-91.62799999999999,774.313,8.842,91.08200000000001,-165.87099999999998,1196.187,-76.175,527.276,67.189,0.0,71.43,0.0,2.268616436,0.070755996
94,11277118,,,exaltata,-90.29299999999999,782.01,-43.781000000000006,199.449,142.158,1509.4170000000001,-123.69,641.788,71.109,0.0,49.726000000000006,0.0,2.35189346,0.116714242
95,11277125,,,exaltata,-91.042,770.127,-78.82600000000001,165.13,-90.64299999999999,1426.09,1.254,548.131,58.351000000000006,0.0,45.496,0.0,2.601732068,0.103775719
96,11277127,,,exaltata,-89.853,780.003,-128.991,108.074,50.883,1214.133,-34.207,430.465,69.49,0.0,41.92100000000001,0.0,2.8205150239999996,0.08173758
97,11277137,,,exaltata,-90.148,772.003,47.816,86.37100000000001,-125.12700000000001,973.25,-33.297,404.38599999999997,57.501999999999995,0.0,48.693999999999996,0.0,2.406735149,0.08151122
98,11277157,,,exaltata,-90.441,780.023,-35.38,169.257,151.58700000000002,1248.375,-118.56,539.6669999999999,55.095,0.0,58.966,0.0,2.3132320490000002,0.119394173
99,11277159,,,exaltata,-90.434,792.023,26.565,67.082,-126.87,890.0,-34.061,514.2180000000001,99.99799999999999,0.0,75.529,0.0,1.730783442,0.070090128
100,11277161,,,exaltata,-90.594,772.041,115.115,70.682,-53.379,1106.41,-142.224,404.851,64.03399999999999,0.0,50.12,0.0,2.7328819739999997,0.060047983
101,11277168,,,exaltata,-90.589,778.041,-87.455,90.089,-71.913,1352.8470000000002,14.607000000000001,682.044,71.26100000000001,0.0,68.778,0.0,1.983518659,0.062434509000000006
102,11277171,,,exaltata,-90.59100000000001,776.041,12.995,80.05,-166.373,1358.234,-75.298,417.675,45.343,0.0,40.563,0.0,3.251892021,0.055656602
103,11277178,,,exaltata,-90.295,776.01,37.875,68.411,-120.738,1216.963,-31.43,464.091,96.066,0.0,52.471000000000004,0.0,2.622250809,0.053222642
104,11277180,,,exaltata,-90.443,776.023,20.283,98.08200000000001,-165.208,1214.239,-73.893,389.281,56.001999999999995,0.0,44.321000000000005,0.0,3.119183829,0.07473933599999999
105,11277195,,,exaltata,-90.147,778.003,33.69,72.111,-137.225,983.62,-41.211000000000006,428.028,61.888000000000005,0.0,47.091,0.0,2.298027232,0.068304331
106,11277203,,,exaltata,-92.796,778.927,12.339,131.02700000000002,-173.31799999999998,1443.807,-89.669,692.012,72.539,0.0,65.419,0.0,2.08639012,0.083200515
107,11277227,,,exaltata,-92.066,776.505,-75.069,217.338,115.507,1356.183,-158.015,694.5039999999999,63.215,0.0,74.242,0.0,1.9527360530000002,0.138122084
108,11277228,,,exaltata,-92.045,784.5,-1.685,136.059,179.52700000000002,1454.05,-88.363,630.257,59.053000000000004,0.0,55.757,0.0,2.3070747330000003,0.085565832
109,11277229,,,exaltata,-92.214,776.58,53.13,100.0,-126.306,1178.857,-28.443,436.715,45.592,0.0,47.949,0.0,2.6993737330000003,0.078194826
110,11277230,,,exaltata,-91.92399999999999,774.437,18.004,84.119,-172.74,1155.263,-80.669,431.713,58.82,0.0,51.854,0.0,2.675997711,0.06787173
111,11277231,,,exaltata,-92.061,778.5039999999999,161.89600000000002,218.833,-27.259,1550.156,-114.037,628.5,62.946999999999996,0.0,53.32899999999999,0.0,2.46643755,0.12370512199999999
112,11277238,,,exaltata,-90.44200000000001,778.023,28.009,106.471,-169.71099999999998,1254.1660000000002,-73.872,518.401,62.887,0.0,55.327,0.0,2.419297031,0.078250849
113,11277240,,,exaltata,-91.03399999999999,776.1260000000001,-32.856,114.28,131.64700000000002,1402.4720000000002,-138.468,467.54699999999997,51.025,0.0,67.558,0.0,2.9996385389999998,0.075345211
114,11277241,,,exaltata,-91.031,778.1260000000001,-41.532,93.509,131.403,1239.879,-136.197,473.865,65.289,0.0,47.453,0.0,2.616523693,0.070128875
115,11277242,,,exaltata,-91.03399999999999,776.1260000000001,-65.77199999999999,87.727,119.70200000000001,1340.0720000000001,27.831999999999997,728.242,87.59200000000001,0.0,89.891,0.0,1.840146545,0.061442122
116,11277243,,,exaltata,-91.181,776.165,-20.854,67.105,-170.22099999999998,1071.4560000000001,-78.35,198.734,31.388,0.0,59.173,0.0,5.39140761,0.058938432
117,11277244,,,exaltata,-90.95,784.113,5.477,73.63600000000001,179.01,1157.506,-90.35,490.67400000000004,52.573,0.0,67.028,0.0,2.359012297,0.059811135
118,12251287,41.566836,-79.944585,exaltata,-0.5870000000000001,1758.092,21.801,258.488,-159.482,3132.724,-70.61,1138.578,50.333999999999996,0.0,46.361000000000004,0.0,2.7514355630000003,0.076222896
119,12251288,,,exaltata,-0.785,1752.164,138.013,161.44299999999998,-35.277,3064.784,-129.773,1350.533,65.87899999999999,0.0,61.718999999999994,0.0,2.269314411,0.05004080599999999
120,12251289,40.766512,-78.500022,exaltata,-0.589,1752.092,64.916,311.365,-114.735,3613.54,-25.56,1835.6470000000002,100.65700000000001,0.0,83.095,0.0,1.968537524,0.079330583
121,12251290,40.77052,-78.054174,exaltata,-0.5870000000000001,1758.092,129.094,247.386,-59.678000000000004,2662.1679999999997,-148.496,1090.78,64.786,0.0,49.76,0.0,2.440609472,0.08502540300000001
122,12251294,41.388608000000005,-75.632498,exaltata,-0.39,1764.0410000000002,20.746,423.457,-159.62,2739.478,-68.36399999999999,1155.401,53.872,0.0,67.542,0.0,2.3710192390000002,0.13388103099999998
123,12251299,39.87596,-78.66134,exaltata,-0.391,1758.0410000000002,129.611,225.858,-61.751999999999995,2649.542,30.303,1070.222,63.568000000000005,0.0,55.797,0.0,2.4756938280000003,0.078548376
124,12251300,,,exaltata,-0.391,1758.0410000000002,133.264,280.143,-59.353,3166.255,33.69,1276.365,69.258,0.0,45.802,0.0,2.4806814669999997,0.081285737
125,12251302,,,exaltata,-0.779,1764.1629999999998,58.173,204.793,-125.369,2840.175,-35.096,1085.32,71.381,0.0,47.306999999999995,0.0,2.616901006,0.067256208
126,12251303,40.623855,-78.787937,exaltata,-0.5870000000000001,1758.092,90.0,228.0,-82.666,3054.9959999999996,6.0889999999999995,1357.658,73.301,0.0,53.878,0.0,2.250195557,0.06944876
127,12251304,,,exaltata,-0.39,1764.0410000000002,175.236,144.499,17.362000000000002,2634.007,-73.47,970.091,83.74799999999999,0.0,41.051,0.0,2.7152164080000003,0.052006005999999994
128,12251306,40.301457,-79.55793299999999,exaltata,-0.779,1764.1629999999998,50.013000000000005,485.51800000000003,-129.832,3390.929,-40.418,1221.542,54.027,0.0,56.68600000000001,0.0,2.775941392,0.125248198
129,12251307,,,exaltata,-0.589,1752.092,-166.891,449.72,7.7139999999999995,3620.765,-80.50399999999999,1672.924,70.719,0.0,57.18600000000001,0.0,2.1643332269999997,0.110483149
130,12251312,40.52075,-79.5011,exaltata,-0.39,1764.0410000000002,56.31,237.96599999999998,-128.209,2619.115,-33.615,1268.046,92.834,0.0,52.38399999999999,0.0,2.065473177,0.083289903
131,12251314,41.87621,-79.15326999999999,exaltata,0.0,1770.0,-175.07299999999998,349.291,46.703,2712.2459999999996,-38.702,1276.252,76.035,0.0,60.895,0.0,2.125164936,0.11409008
132,12251317,40.95195,-80.03935,exaltata,0.196,1758.01,153.435,389.07599999999996,48.36600000000001,3178.9809999999998,-37.497,1754.505,113.148,0.0,73.36,0.0,1.8118962330000001,0.109044222
133,12251319,,,exaltata,-0.19699999999999998,1746.01,-121.139,336.48199999999997,36.611999999999995,3199.232,-51.089,1280.012,58.076,0.0,51.875,0.0,2.499376568,0.095166634
134,12251321,40.49082,-79.89832,exaltata,0.0,1770.0,0.0,192.0,174.736,3139.239,-96.572,1310.612,68.20100000000001,0.0,58.998000000000005,0.0,2.395246648,0.057636213
135,12251324,40.564531,-80.11337900000001,exaltata,-0.39,1764.0410000000002,122.735,99.86,-53.406000000000006,3744.0429999999997,-141.093,1958.4370000000001,88.45299999999999,0.0,60.65,0.0,1.911750544,0.025978802999999998
136,12251326,,,exaltata,-0.19399999999999998,1770.01,-38.811,354.20300000000003,153.836,2680.664,-114.89399999999999,1012.028,51.827,0.0,56.603,0.0,2.648804183,0.11671121
137,12251327,,,exaltata,-0.583,1770.092,70.346,178.393,-126.37,3025.315,-35.329,1338.484,104.861,0.0,46.32,0.0,2.260254885,0.055683289000000004
138,12251328,40.525276,-80.23931,exaltata,-0.19399999999999998,1776.01,-3.122,330.491,-161.203,2700.007,-66.468,1217.231,61.91,0.0,62.15,0.0,2.218154976,0.109055013
139,12251331,,,exaltata,-0.39,1764.0410000000002,113.62899999999999,314.356,-76.69800000000001,3520.4509999999996,17.854,1683.0510000000002,70.553,0.0,68.21300000000001,0.0,2.091707857,0.081974399
140,12251544,40.282662,-78.584462,exaltata,-0.196,1752.01,-176.90599999999998,222.324,57.971000000000004,3043.2540000000004,-25.899,1153.889,96.88799999999999,0.0,41.63,0.0,2.637388865,0.068081056
141,12251545,41.39671,-79.62753000000001,exaltata,-0.581,1776.0910000000001,120.37899999999999,201.69299999999998,-48.152,2931.8579999999997,-137.899,1342.392,79.365,0.0,63.721000000000004,0.0,2.18405503,0.064365635
142,12251547,,,exaltata,-0.19399999999999998,1770.01,115.866,220.045,-38.839,3004.173,-126.93299999999999,1088.401,76.139,0.0,40.272,0.0,2.760171113,0.068247556
143,12251548,40.847139,-78.142341,exaltata,-0.195,1764.01,108.435,113.84200000000001,-77.486,2575.1820000000002,16.229,1331.04,69.702,0.0,58.525,0.0,1.9347142080000002,0.042335807
144,12251550,41.098969,-78.53426800000001,exaltata,-0.779,1764.1629999999998,139.399,110.635,-57.528999999999996,2503.374,35.586999999999996,804.201,71.453,0.0,37.381,0.0,3.112871036,0.042323879
145,12251552,41.538531,-78.615229,exaltata,-0.978,1758.256,121.264,196.54,-51.515,2767.1,-139.912,1090.119,65.91,0.0,86.316,0.0,2.538346731,0.066317097
146,12251553,41.42432,-79.97861999999999,exaltata,-0.782,1758.164,149.534,236.67700000000002,-28.096,2611.765,-120.12,908.698,49.478,0.0,45.598,0.0,2.8741837219999997,0.083089984
147,12251554,41.331129,-79.977008,exaltata,-0.38799999999999996,1770.0410000000002,-131.878,233.692,48.391000000000005,3442.5679999999998,-42.852,1358.599,50.48,0.0,73.014,0.0,2.5339103,0.063567865
148,12251556,40.707337,-79.561757,exaltata,-0.585,1764.092,16.699,250.567,-150.92700000000002,3617.8459999999995,-61.272,1635.283,62.1,0.0,67.134,0.0,2.212366911,0.06477255700000001
